"ASV";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus"
"sequence_3134";"Bacteria";"Actinobacteriota";NA;NA;NA;NA
"sequence_3135";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";NA;NA
"sequence_3136";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_3137";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_3138";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bryobacter"
"sequence_3139";"Bacteria";"Abditibacteriota";"Abditibacteria";"Abditibacteriales";"Abditibacteriaceae";"Abditibacterium"
"sequence_3140";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"MWH-CFBk5";NA
"sequence_3141";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"mle1-7"
"sequence_3142";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Aeromonadales";"Aeromonadaceae";"Aeromonas"
"sequence_3143";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";"Pajaroellobacter"
"sequence_3144";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"KF-JG30-B3";NA
"sequence_3145";"Bacteria";"Actinobacteriota";NA;NA;NA;NA
"sequence_3146";"Bacteria";"Myxococcota";"Polyangia";NA;NA;NA
"sequence_3147";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"OM27_clade"
"sequence_3148";"Bacteria";"NB1-j";NA;NA;NA;NA
"sequence_3149";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Terrimonas"
"sequence_3150";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Cryobacterium"
"sequence_3151";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_3152";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";NA
"sequence_3153";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_3154";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Tardiphaga"
"sequence_3155";"Bacteria";"Bacteroidota";"SJA-28";NA;NA;NA
"sequence_3156";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_3157";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Microbacterium"
"sequence_3158";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"env.OPS_17";NA
"sequence_3159";"Bacteria";"Proteobacteria";NA;NA;NA;NA
"sequence_3160";"Bacteria";"Myxococcota";"Polyangia";"Nannocystales";"Nannocystaceae";NA
"sequence_3161";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Xenophilus"
"sequence_3162";"Eukaryota";NA;NA;NA;NA;NA
"sequence_3163";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_3164";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes"
"sequence_3165";"Bacteria";"Chloroflexi";"Anaerolineae";"SBR1031";"A4b";NA
"sequence_3166";"Bacteria";"Dependentiae";"Babeliae";"Babeliales";"Babeliaceae";NA
"sequence_3167";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"ADurb.Bin063-1"
"sequence_3168";"Bacteria";"Patescibacteria";"WWE3";NA;NA;NA
"sequence_3169";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Salinisphaerales";"Solimonadaceae";"Alkanibacter"
"sequence_3170";"Bacteria";"Dependentiae";"Babeliae";"Babeliales";"Vermiphilaceae";NA
"sequence_3171";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"ADurb.Bin063-1"
"sequence_3172";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Solibacterales";"Solibacteraceae";"Candidatus_Solibacter"
"sequence_3173";"Bacteria";NA;NA;NA;NA;NA
"sequence_3174";"Bacteria";"Chloroflexi";"AD3";NA;NA;NA
"sequence_3175";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_3176";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Allocatelliglobosispora"
"sequence_3177";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Hyphomonadaceae";NA
"sequence_3178";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_3179";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_3180";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Acidothermaceae";"Acidothermus"
"sequence_3181";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Desulfuromonadia_or";"Geothermobacteraceae";"Geothermobacter"
"sequence_3182";"Bacteria";"Patescibacteria";"WWE3";NA;NA;NA
"sequence_3183";"Bacteria";"Planctomycetota";"Phycisphaerae";"Phycisphaerales";"Phycisphaeraceae";"SM1A02"
"sequence_3184";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";NA
"sequence_3185";"Bacteria";"Acidobacteriota";"Subgroup_11";NA;NA;NA
"sequence_3186";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Crocinitomicaceae";"Crocinitomix"
"sequence_3187";"Bacteria";"Bacteroidota";"Kryptonia";"Kryptoniales";"BSV26";NA
"sequence_3188";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"SM2D12";NA
"sequence_3189";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_3190";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";NA;NA
"sequence_3191";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_3192";"Bacteria";"Elusimicrobiota";"Lineage_IIb";NA;NA;NA
"sequence_3193";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA
"sequence_3194";"Bacteria";"Entotheonellaeota";"Entotheonellia";"Entotheonellales";"Entotheonellaceae";"Candidatus_Entotheonella"
"sequence_3195";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_3196";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium"
"sequence_3197";"Bacteria";"Gemmatimonadota";"BD2-11_terrestrial_group";NA;NA;NA
"sequence_3198";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Puniceispirillales";NA;NA
"sequence_3199";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"CCM19a";NA;NA
"sequence_3200";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"AKYH767";NA
"sequence_3201";"Bacteria";NA;NA;NA;NA;NA
"sequence_3202";"Bacteria";"Bdellovibrionota";"Oligoflexia";"0319-6G20";NA;NA
"sequence_3203";"Bacteria";"NB1-j";NA;NA;NA;NA
"sequence_3204";"Bacteria";"Acidobacteriota";"Holophagae";"Subgroup_7";NA;NA
"sequence_3205";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA
"sequence_3206";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_3207";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"PB19";NA;NA
"sequence_3208";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Elsterales";NA;NA
"sequence_3209";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_3210";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";NA;NA
"sequence_3211";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Solibacterales";"Solibacteraceae";"Candidatus_Solibacter"
"sequence_3212";"Bacteria";"Planctomycetota";"OM190";NA;NA;NA
"sequence_3213";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"SB-5";NA
"sequence_3214";"Bacteria";"Actinobacteriota";"Actinobacteria";"0319-7L14";NA;NA
"sequence_3215";"Bacteria";"Chloroflexi";"Dehalococcoidia";"SAR202_clade";NA;NA
"sequence_3216";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Ensifer"
"sequence_3217";"Bacteria";"Elusimicrobiota";"Lineage_IIa";NA;NA;NA
"sequence_3218";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"sequence_3219";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_3220";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"KD3-93";NA
"sequence_3221";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_3222";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Aeromicrobium"
"sequence_3223";"Bacteria";"Bdellovibrionota";"Oligoflexia";"Silvanigrellales";"Silvanigrellaceae";"Silvanigrella"
"sequence_3224";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";NA
"sequence_3225";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA
"sequence_3226";"Bacteria";"Bacteroidota";"Kapabacteria";"Kapabacteriales";NA;NA
"sequence_3227";"Bacteria";"Chloroflexi";"JG30-KF-CM66";NA;NA;NA
"sequence_3228";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA
"sequence_3229";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Xenophilus"
"sequence_3230";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Pseudorhodobacter"
"sequence_3231";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_3232";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_3233";"Bacteria";"Myxococcota";"Polyangia";"mle1-27";NA;NA
"sequence_3234";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"NS9_marine_group";NA
"sequence_3235";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";"Legionella"
"sequence_3236";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA
"sequence_3237";"Bacteria";"Planctomycetota";"OM190";NA;NA;NA
"sequence_3238";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_3239";"Bacteria";"Planctomycetota";"Pla4_lineage";NA;NA;NA
"sequence_3240";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";NA;NA
"sequence_3241";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Crocinitomicaceae";"Crocinitomix"
"sequence_3242";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_3243";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";NA
"sequence_3244";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Parvibaculales";NA;NA
"sequence_3245";"Bacteria";"Bdellovibrionota";"Oligoflexia";"Silvanigrellales";"Silvanigrellaceae";"Silvanigrella"
"sequence_3246";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Edaphobaculum"
"sequence_3247";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Weeksellaceae";"Chryseobacterium"
"sequence_3248";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";"Kouleothrix"
"sequence_3249";"Bacteria";"Bdellovibrionota";"Oligoflexia";"0319-6G20";NA;NA
"sequence_3250";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_3251";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Herpetosiphonaceae";"Herpetosiphon"
"sequence_3252";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_3253";"Bacteria";"Acidobacteriota";"Acidobacteriae";NA;NA;NA
"sequence_3254";"Bacteria";"Actinobacteriota";"MB-A2-108";NA;NA;NA
"sequence_3255";"Bacteria";"Elusimicrobiota";"Elusimicrobia";"Lineage_IV";NA;NA
"sequence_3256";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Sandaracinaceae";NA
"sequence_3257";"Bacteria";"Acidobacteriota";"Blastocatellia";"11-24";NA;NA
"sequence_3258";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_3259";"Bacteria";"Planctomycetota";"Phycisphaerae";"Phycisphaerales";"Phycisphaeraceae";"SM1A02"
"sequence_3260";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";NA;NA
"sequence_3261";"Bacteria";"Actinobacteriota";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";"Streptomyces"
"sequence_3262";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_3263";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";NA;NA
"sequence_3264";"Bacteria";"Chloroflexi";"Dehalococcoidia";"FW22";NA;NA
"sequence_3265";"Bacteria";"Acidobacteriota";"Blastocatellia";"Pyrinomonadales";"Pyrinomonadaceae";"RB41"
"sequence_3266";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";NA
"sequence_3267";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_3268";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Luedemannella"
"sequence_3269";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA
"sequence_3270";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_3271";"Bacteria";"Bacteroidota";"SJA-28";NA;NA;NA
"sequence_3272";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Tistrellales";"Geminicoccaceae";"Candidatus_Alysiosphaera"
"sequence_3273";"Bacteria";"Actinobacteriota";"MB-A2-108";NA;NA;NA
"sequence_3274";"Bacteria";"Cyanobacteria";"Sericytochromatia";NA;NA;NA
"sequence_3275";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"sequence_3276";"Bacteria";"Elusimicrobiota";"Elusimicrobia";"Lineage_IV";NA;NA
"sequence_3277";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"37-13";NA
"sequence_3278";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"KD3-93";NA
"sequence_3279";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"NS9_marine_group";NA
"sequence_3280";"Bacteria";"Armatimonadota";"Fimbriimonadia";"Fimbriimonadales";"Fimbriimonadaceae";NA
